name	kind	description	growth rate	learn set	hp	attk	def	speed	spcattk	spdef	baseexp	breedingcomp	eggmoves	gender	happiness	steps to hatch egg	"wild items (25%,8%"	type	tms/hms
AIPOM	Long Tail Pokémon	It lives by drink- ing only dewdrops from under the leaves of plants. It is said that it eats nothing else.	"Fast (max: 800,000 EXP)"	"  1, 10,  1, 39,  6, 28, 12,226, 19,154, 27,129, 36,103, 46, 97"	55	70	55	85	40	55	94	"5,5"	"68, 103, 228, 97, 180, 21, 3, 251"	"50% female, 50% male"	70	5120	","	NORMAL	010203    060708  1011  13      17    2021  23  25  27    303132333435      3940414243444546  484950H1    H4      
SUNKERN	Seed Pokémon	"In the daytime, it rushes about in a hectic manner, but it comes to a com- plete stop when the sun sets."	"Parabolic (max: 1,059,860 EXP)"	"  1, 71,  4, 74, 10, 72, 19,241, 31,235, 46,202"	30	30	30	30	30	30	52	"7,7"		"50% female, 50% male"	70	5120	","	GRASS	    03    06      10111213      17  19202122        27        32  343536              4445          H1      H5    
SUNFLORA	Sun Pokémon	Its large eyes can scan 360 degrees. It looks in all directions to seek out insects as its prey.	"Parabolic (max: 1,059,860 EXP)"	"  1, 71,  1,  1,  4, 74, 10, 75, 19,241, 31, 80, 46, 76"	75	75	55	30	105	85	146	"7,7"		"50% female, 50% male"	70	5120	","	GRASS	    03    06      10111213  15  17  19202122        27        32  343536              4445          H1      H5    
YANMA	Clear Wing Pokémon	"When it walks a- round on the ground, it coats its body with a slimy, poisonous film."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1,193,  7, 98, 13,104, 19, 49, 25,197, 31, 48, 37,129, 43,103"	65	65	45	95	75	45	147	"3,3"	"18, 179, 141"	"50% female, 50% male"	70	5120	","	BUG/FLYING	  0203    06      1011  13      17  19202122        27        32  3435      39      43444546                H5    
WOOPER	Water Fish Pokémon	"Due to its relaxed and carefree atti- tude, it often bumps its head on boulders and boat hulls as it swims."	"Medium (max: 1,000,000 EXP)"	"  1, 55,  1, 39, 11, 21, 21,133, 31, 89, 41,240, 51, 54, 51,114"	55	45	45	15	25	25	52	"2,5"	"34, 246, 219"	"50% female, 50% male"	70	5120	","	WATER/GROUND	01020304  06  08  10    13      1718  2021  23    262728    31323334353637    40      4445              H3  H5H6  
QUAGSIRE	Water Fish Pokémon	"By reading air currents, it can predict things such as the weath- er or its foe's next move."	"Medium (max: 1,000,000 EXP)"	"  1, 55,  1, 39, 11, 21, 23,133, 35, 89, 47,240, 59, 54, 59,114"	95	85	85	35	65	65	137	"2,5"		"50% female, 50% male"	70	5120	","	WATER/GROUND	01020304  06  08  10    13  15  1718  2021  23    262728    31323334353637    40      4445              H3H4H5H6  
ESPEON	Sun Pokémon	"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 39,  8, 28, 16, 93, 23, 98, 30,129, 36, 60, 42,244, 47, 94, 52,234"	65	65	60	110	130	95	197	"5,5"		"12.5% female, 87.5% male"	70	8960	","	PSYCHIC	  0203    0607  091011  13  15  1718  2021  23      27  29303132  3435      39    42434445        50H1      H5    
UMBREON	Moonlight Pokémon	"It is said that when chased, it lures its attacker onto dark mountain trails where the foe will get lost."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 39,  8, 28, 16,228, 23, 98, 30,109, 36,185, 42,212, 47,103, 52,236"	95	65	110	65	60	130	197	"5,5"		"12.5% female, 87.5% male"	35	8960	","	DARK	  0203    0607  091011  13  15  1718  2021  23      27  29303132  3435      39    42434445        50H1      H5    
MURKROW	Darkness Pokémon	"When its head was bitten, toxins entered SLOWPOKE's head and unlocked an extraordinary power."	"Parabolic (max: 1,059,860 EXP)"	"  1, 64, 11,228, 16,114, 26,101, 31,185, 41,212"	60	85	42	91	85	42	107	"4,4"	"18, 65, 98, 119, 17"	"50% female, 50% male"	35	5120	","	DARK/FLYING	    03    06    091011  13    1617    2021          27    303132  3435      39    424344454647    50  H2          
SLOWKING	Royal Pokémon	"It loves to bite and yank people's hair from behind without warning, just to see their shocked reactions."	"Medium (max: 1,000,000 EXP)"	"  1,174,  1, 33,  6, 45, 15, 55, 20, 93, 29, 50, 34, 29, 43,207, 48, 94"	95	75	80	30	100	110	164	"1,2"		"50% female, 50% male"	70	5120	",POISON BARB"	WATER/PSYCHIC	010203    060708091011  131415161718  2021  23    26272829303132333435    3839    42  4445      4950    H3H4H5H6  
MISDREAVUS	Screech Pokémon	"Its flat, thin body is always stuck on walls. Its shape appears to have some mean- ing."	"Fast (max: 800,000 EXP)"	"  1, 45,  1,149,  6,180, 12,109, 19,212, 27, 60, 36,220, 46,195"	60	60	60	85	85	85	147	"11,11"	"103, 194"	"50% female, 50% male"	35	6400	",EVERSTONE"	GHOST	  0203    0607  091011  13      1718  2021      25  27  2930  32  3435      3940  42  444546      50        H5    
UNOWN	Symbol Pokémon	"To keep its pitch- black tail hidden, it lives quietly in the darkness. It is never first to attack."	"Medium (max: 1,000,000 EXP)"	"1,237"	48	72	48	48	72	48	61	"15,15"		Genderless	70	10240	","	PSYCHIC	                                                                                                                  
WOBBUFFET	Patient Pokémon	"Its tail, which also contains a small brain, may bite on its own if it notices an alluring smell."	"Medium (max: 1,000,000 EXP)"	"  1, 68,  1,243,  1,219,  1,194"	190	33	58	33	33	58	177	"11,11"		"50% female, 50% male"	70	5120	","	PSYCHIC	                                                                                                                  
GIRAFARIG	Long Neck Pokémon	It hangs and waits for flying insect prey to come near. It does not move about much on its own.	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 45,  1, 93,  1, 23,  7, 93, 13, 23, 20, 97, 30,226, 41, 60, 54,242"	70	80	65	85	90	65	149	"5,5"	"36, 133, 193, 248, 251"	"50% female, 50% male"	70	5120	","	NORMAL/PSYCHIC	  0203    060708091011  13      17    2021  23  252627  29303132  3435      39    42  444546      50      H4      
PINECO	Bagworm Pokémon	It remains immova- bly rooted to its tree. It scatters pieces of its hard shell to drive its enemies away.	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1,182,  8,120, 15, 36, 22,229, 29,117, 36,153, 43,191, 50, 38"	50	65	90	15	35	35	60	"3,3"	"115, 42, 175, 129"	"50% female, 50% male"	70	5120	","	BUG	  020304  06  08  10111213      17  19202122        27        32  3435        40      4445                H4      
FORRETRESS	Bagworm Pokémon	"If spotted, it es- capes by burrowing with its tail. It can float just slightly using its wings."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1,182,  1,120,  8,120, 15, 36, 22,229, 29,117, 39,153, 49,191, 59, 38"	75	90	140	40	60	60	118	"3,3"		"50% female, 50% male"	70	5120	","	BUG/STEEL	  020304  06  08  10111213  15  17  19202122        27        32  3435  37    40      4445                H4      
DUNSPARCE	Land Snake Pokémon	"It usually clings to cliffs. When it spots its prey, it spreads its wings and glides down to attack."	"Medium (max: 1,000,000 EXP)"	"  1, 99,  5,111, 13,137, 18,180, 26,228, 30,103, 38, 36"	100	70	70	45	65	65	75	"5,5"	"117, 246, 157, 44, 99"	"50% female, 50% male"	70	5120	","	NORMAL	  020304  060708091011  13      1718  20212223  25  2728    3132  3435        40  42  444546      50      H4      
GLIGAR	FlyScorpion Pokémon	"It is said that if an ONIX lives for over 100 years, its composition changes to become diamond-like."	"Parabolic (max: 1,059,860 EXP)"	"  1, 40,  6, 28, 13,106, 20, 98, 28,185, 36,163, 44,103, 52, 12"	65	75	105	85	35	65	108	"3,3"	"232, 17, 13, 68"	"50% female, 50% male"	70	5120	","	GROUND/FLYING	  0203    06  08  1011  13      17    2021  23      27        32  34353637  39      43444546    49  H1    H4      
STEELIX	Iron Snake Pokémon	"It has an active, playful nature. Many women like to frolic with it because of its af- fectionate ways."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1,103, 10, 20, 14, 88, 23,106, 27, 99, 36,201, 40, 21, 49,242"	75	85	200	30	55	65	196	"10,10"		"50% female, 50% male"	70	6400	",TERU-SAMA"	STEEL/GROUND	  0203040506  08  1011  13  15  17    2021  2324  262728    3132  3435  37    40      4445          H1    H4      
SNUBBULL	Fairy Pokémon	"Because its fangs are too heavy, it always keeps its head tilted down. However, its BITE is powerful."	"Fast (max: 800,000 EXP)"	"  1, 33,  1,184,  4, 39,  8,204, 13, 44, 19,122, 26, 46, 34, 99, 43, 36"	60	80	50	30	40	40	63	"5,6"	"118, 185, 115, 217, 242, 215, 122, 43"	"75% female, 25% male"	70	5120	","	NORMAL	010203  05060708  1011  13      1718  2021      25  27    30313233343536      4041  43444546  48          H4      
GRANBULL	Fairy Pokémon	The small spikes covering its body developed from scales. They in- ject a toxin that causes fainting.	"Fast (max: 800,000 EXP)"	"  1, 33,  1,184,  4, 39,  8,204, 13, 44, 19,122, 28, 46, 38, 99, 51, 36"	90	120	75	45	60	60	178	"5,6"		"75% female, 25% male"	70	5120	","	NORMAL	010203  05060708  1011  13  15  1718  2021      25  27    30313233343536      4041  43444546  48          H4      
QWILFISH	Balloon Pokémon	Its wings are not used for flying. They are flapped at high speed to adjust its body temperature.	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 40, 10,106, 10,107, 19, 55, 28, 42, 37, 36, 46, 56"	65	95	75	85	55	55	100	"12,12"	"175, 114, 61, 48"	"50% female, 50% male"	70	5120	","	WATER/POISON	  020304  06      10    1314  161718  2021          27        32  343536    3940      4445              H3    H6H7
SCIZOR	Pincer Pokémon	"It stores BERRIES inside its shell. To avoid attacks, it hides beneath rocks and remains completely still."	"Medium (max: 1,000,000 EXP)"	"  1, 98,  1, 43,  6,116, 12,228, 18,206, 24, 97, 30,232, 36,163, 42, 14, 48,104"	70	130	100	65	55	80	200	"3,3"		"50% female, 50% male"	70	6400	","	BUG/STEEL	  0203    06  08  1011  13  15  17    2021          27        32  3435  37  39      4344454647  49  H1    H4      
SHUCKLE	Mold Pokémon	"Usually docile, but if disturbed while sipping honey, it chases off the intruder with its horn."	"Parabolic (max: 1,059,860 EXP)"	"  1,132,  1,110,  9, 35, 14,227, 23,219, 28,117, 37,156"	20	10	230	5	10	230	80	"3,3"	230	"50% female, 50% male"	70	5120	"UP-GRADE,UP-GRADE"	BUG/ROCK	  020304  06  08  1011  13      17    2021        262728    3132  34353637    40      4445                H4H5    
HERACROSS	Single Horn Pokémon	"Vicious in nature, it drives PIDGEY from their nests and feasts on the eggs that are left behind."	"Slow (max: 1,250,000 EXP)"	"  1, 33,  1, 43,  6, 30, 12,203, 19, 31, 27, 68, 35, 36, 44,179, 54,224"	80	125	75	85	40	95	200	"3,3"	"106, 117, 175"	"50% female, 50% male"	70	6400	","	BUG/FIGHTING	  0203    06  08  1011  13      17    2021        2627        32  3435              43444546    49  H1    H4      
SNEASEL	Sharp Claw Pokémon	"Before food be- comes scarce in wintertime, its habit is to hoard food in many hid- den locations."	"Parabolic (max: 1,059,860 EXP)"	"  1, 10,  1, 43,  9, 98, 17,103, 25,185, 33,154, 41, 97, 49,163, 57,251"	55	95	55	115	35	75	132	"5,5"	"68, 180, 193, 115, 44"	"50% female, 50% male"	35	5120	",MOOMOO MILK"	DARK/ICE	010203    06  080910    1314  161718  2021  23      2728  303132333435      3940  4243444546    4950H1  H3H4      
TEDDIURSA	Little Bear Pokémon	"With its ability to distinguish any aroma, it unfail- ingly finds all food buried deep underground."	"Medium (max: 1,000,000 EXP)"	"  1, 10,  1, 43,  8,122, 15,154, 22,185, 29,156, 36,163, 43,173, 50, 37"	60	80	50	40	50	50	124	"5,5"	"242, 36, 69, 116, 68"	"50% female, 50% male"	70	5120	","	NORMAL	0102030405060708  1011  13      17    2021        262728    3132333435      394041    444546  4849  H1    H4      
URSARING	Hibernator Pokémon	"A common sight in volcanic areas, it slowly slithers around in a con- stant search for warm places."	"Medium (max: 1,000,000 EXP)"	"  1, 10,  1, 43,  1,122,  1,154,  8,122, 15,154, 22,185, 29,156, 39,163, 49,173, 59, 37"	90	130	75	55	75	75	189	"5,5"		"50% female, 50% male"	70	5120	","	NORMAL	0102030405060708  1011  13  15  17    2021        262728    3132333435      394041    444546  4849  H1    H4      
SLUGMA	Lava Pokémon	Its brittle shell occasionally spouts intense flames that cir- culate throughout its body.	"Medium (max: 1,000,000 EXP)"	"  1,123,  8, 52, 15, 88, 22,106, 29,133, 36, 53, 43,157, 50, 34"	40	40	40	20	70	40	78	"11,11"	151	"50% female, 50% male"	70	5120	","	FIRE	    0304  06  08  1011  13      17    2021          27      3132  3435    38  40      4445                        
MAGCARGO	Lava Pokémon	"If it smells some- thing enticing, it dashes headlong off to find the source of the aroma."	"Medium (max: 1,000,000 EXP)"	"  1,123,  1, 52,  1, 88,  8, 52, 15, 88, 22,106, 29,133, 36, 53, 48,157, 60, 34"	50	50	120	30	80	80	154	"11,11"		"50% female, 50% male"	70	5120	","	FIRE/ROCK	    0304  06  08  1011  13  15  17    2021        2627      3132  3435    38  40      4445                H4      
SWINUB	Pig Pokémon	"If it charges at an enemy, the hairs on its back stand up straight. It is very sensi- tive to sound."	"Slow (max: 1,250,000 EXP)"	"  1, 33, 10,181, 19,203, 28, 36, 37, 54, 46, 59"	50	50	40	50	30	30	78	"5,5"	"36, 44, 34, 157, 246"	"50% female, 50% male"	70	5120	","	ICE/GROUND	  0203  0506  08  10    1314  161718  2021        2627      3132  3435        40    434445                H4      
PILOSWINE	Swine Pokémon	"In a south sea nation, the people live in communi- ties that are built on groups of these POKéMON."	"Slow (max: 1,250,000 EXP)"	"  1, 30,  1,181,  1,203, 10,181, 19,203, 28, 36, 33, 31, 42, 54, 56, 59"	100	100	80	50	60	60	160	"5,5"		"50% female, 50% male"	70	5120	","	ICE/GROUND	  0203  0506  08  10    131415161718  2021        2627      3132  3435        40    434445                H4      
CORSOLA	Coral Pokémon	"Using its dorsal fin as a suction pad, it clings to a MANTINE's under- side to scavenge for leftovers."	"Fast (max: 800,000 EXP)"	"  1, 33,  7,106, 13,145, 19,105, 25, 61, 31,131, 37,243, 43,246"	55	55	85	35	65	85	113	"2,9"	"157, 219, 103, 54, 133"	"75% female, 25% male"	70	5120	","	WATER/ROCK	  020304  06  08  1011  13      1718  2021        2627  29  3132  3435  37    40      4445              H3H4  H6  
REMORAID	Jet Pokémon	"It instinctively sneaks into rocky holes. If it gets sleepy, it steals the nest of a fel- low OCTILLERY."	"Medium (max: 1,000,000 EXP)"	"  1, 55, 11,199, 22, 60, 22, 62, 22, 61, 33,116, 44, 58, 55, 63"	35	65	35	65	65	35	78	"2,12"	"62, 190, 48, 114, 103"	"50% female, 50% male"	70	5120	","	WATER	    03    06      10    13  15  1718  2021          27      3132  3435      3940      444546            H3    H6  
OCTILLERY	Jet Pokémon	It nests at the edge of sharp cliffs. It spends all day carrying food to its await- ing chicks.	"Medium (max: 1,000,000 EXP)"	"  1, 55, 11,132, 22, 60, 22, 62, 22, 61, 25,190, 38,116, 54, 58, 70, 63"	75	105	75	45	105	75	164	"2,12"		"50% female, 50% male"	70	5120	","	WATER	    03    06      10    13  15  1718  2021          27      3132  3435      3940      444546            H3    H6  
DELIBIRD	Delivery Pokémon	"Swimming freely in open seas, it may fly out of the water and over the waves if it builds up enough speed."	"Fast (max: 800,000 EXP)"	"1,217"	45	55	45	75	65	45	183	"2,5"	"62, 98, 248, 150, 229"	"50% female, 50% male"	70	5120	","	ICE/FLYING	  0203    06      10    1314  161718  2021          27      3132  3435      39      43444546          H2          
MANTINE	Kite Pokémon	"After nesting in bramble bushes, the wings of its chicks grow hard from scratches by thorns."	"Slow (max: 1,250,000 EXP)"	"  1, 33,  1,145, 10, 48, 18, 61, 25, 36, 32, 97, 40, 17, 49,109"	65	40	70	70	80	140	168	"2,2"	"239, 56, 114, 21"	"50% female, 50% male"	70	6400	","	WATER/FLYING	  0203    06      10    1314  161718  2021          27      3132  3435      39        4445              H3    H6H7
SKARMORY	Armor Bird Pokémon	"To corner prey, they check each other's location using barks that only they can understand."	"Slow (max: 1,250,000 EXP)"	"  1, 43,  1, 64, 13, 28, 19,129, 25, 97, 37, 31, 49,211"	65	80	140	70	40	70	168	"4,4"	"65, 228, 18"	"50% female, 50% male"	70	6400	","	STEEL/FLYING	    03    06      1011  13      17    2021          27      3132  3435  37  39      4344454647      H1H2          
HOUNDOUR	Dark Pokémon	"Upon hearing its eerie howls, other POKéMON get the shivers and head straight back to their nests."	"Slow (max: 1,250,000 EXP)"	"  1, 43,  1, 52,  7, 46, 13,123, 20, 44, 27,185, 35, 53, 43,242"	45	60	30	65	80	50	114	"5,5"	"83, 99, 228, 68, 180, 179, 251"	"50% female, 50% male"	35	5120	","	DARK/FIRE	  0203  0506  08  1011  13      17    20212223      27    303132  343536  3839    4243444546      50              
HOUNDOOM	Dark Pokémon	It sleeps deep on the ocean floor to build its energy. It is said to cause tornadoes as it wakes.	"Slow (max: 1,250,000 EXP)"	"  1, 43,  1, 52,  7, 46, 13,123, 20, 44, 30,185, 41, 53, 52,242"	75	90	50	95	110	80	204	"5,5"		"50% female, 50% male"	35	5120	","	DARK/FIRE	  0203  0506  08  1011  13  15  17    20212223      27    303132  343536  3839    4243444546      50      H4      
KINGDRA	Dragon Pokémon	"As a sign of af- fection, it bumps with its snout. However, it is so strong, it may send you flying."	"Medium (max: 1,000,000 EXP)"	"  1,145,  1,108,  1, 43,  1, 55,  8,108, 15, 43, 22, 55, 29,239, 40, 97, 51, 56"	75	95	95	85	95	95	207	"2,14"		"50% female, 50% male"	70	5120	",MYSTERYBERRY"	WATER/DRAGON	  0203    06      10    131415161718  2021    24    27        32  3435      39        4445              H3    H6H7
PHANPY	Long Nose Pokémon	"The longer and bigger its tusks, the higher its rank in its herd. The tusks take long to grow."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 45,  9,111, 17,175, 25, 36, 33,205, 41,203, 49, 38"	90	60	60	40	40	40	124	"5,5"	"116, 34, 246"	"50% female, 50% male"	70	5120	","	GROUND	  0203040506  08  1011  13      17    2021        2627      3132  3435  37    40      4445                H4      
DONPHAN	Armor Pokémon	"Further research enhanced its abil- ities. Sometimes, it may exhibit motions that were not programmed."	"Medium (max: 1,000,000 EXP)"	"  1, 30,  1, 45,  9,111, 17,175, 25, 31, 33,205, 41,229, 49, 89"	90	120	120	50	60	60	189	"5,5"		"50% female, 50% male"	70	5120	","	GROUND	  0203040506  08  1011  13  15  17    2021        2627      3132  3435  37    40      4445                H4      
PORYGON2	Virtual Pokémon	Those who stare at its antlers will gradually lose control of their senses and be unable to stand.	"Medium (max: 1,000,000 EXP)"	"  1,176,  1, 33,  1,160,  9, 97, 12, 60, 20,105, 24,111, 32,199, 36,161, 44,192"	85	80	90	60	105	95	180	"10,10"		Genderless	70	5120	","	NORMAL	    03    0607  091011  131415161718  2021  23  25  27  29    32  3435      3940  42  44  46      50        H5    
STANTLER	Big Horn Pokémon	"Once it becomes an adult, it has a tendency to let its comrades plant footprints on its back."	"Slow (max: 1,250,000 EXP)"	"  1, 33,  8, 43, 15, 95, 23, 23, 31, 28, 40, 36, 49,109"	73	95	62	85	85	65	165	"5,5"	"115, 180, 50, 113, 44"	"50% female, 50% male"	70	5120	","	NORMAL	  0203  0506    091011  13      1718  2021        2627  29  3132  3435      39    4243444546      50        H5    
SMEARGLE	Painter Pokémon	"Even though it is small, it can't be ignored because it will slug any handy target with- out warning."	"Fast (max: 800,000 EXP)"	"  1,166, 11,166, 21,166, 31,166, 41,166, 51,166, 61,166, 71,166, 81,166, 91,166"	55	20	35	75	20	45	106	"5,5"		"50% female, 50% male"	70	5120	","	NORMAL	                                                                                                                  
TYROGUE	Scuffle Pokémon	"It launches kicks while spinning. If it spins at high speed, it may bore its way into the ground."	"Medium (max: 1,000,000 EXP)"	"  1, 33"	35	35	35	35	35	35	91	"15,15"	"229, 136, 183, 170"	Always male	70	6400	","	FIGHTING	  0203    06  08  1011  13      17    2021          27      3132  3435      39      43444546              H4      
HITMONTOP	Handstand Pokémon	It always rocks its head slowly backwards and for- wards as if it is trying to kiss someone.	"Medium (max: 1,000,000 EXP)"	"  1, 27,  7,116, 13,228, 19, 98, 25,229, 31, 68, 37, 97, 43,197, 49,167"	50	95	95	70	35	110	138	"8,8"		Always male	70	6400	","	FIGHTING	  0203    06  08  1011  13      17    2021          2728    3132  3435      39      43444546              H4      
SMOOCHUM	Kiss Pokémon	"Even in the most vicious storm, this POKéMON plays happily if thunder rumbles in the sky."	"Medium (max: 1,000,000 EXP)"	"  1,  1,  1,122,  9,186, 13,181, 21, 93, 25, 47, 33,212, 37, 94, 45,195, 49, 59"	45	30	15	65	85	65	87	"15,15"	"142, 96"	Always female	70	6400	"BURNT BERRY,BURNT BERRY"	ICE/PSYCHIC	01  03    06    0910  121314  161718  2021          27  29303132333435            42  444546      50              
ELEKID	Electric Pokémon	"It is found in volcanic craters. Its body temp. is over 1100 degrees, so don't under- estimate it."	"Medium (max: 1,000,000 EXP)"	"  1, 98,  1, 43,  9,  9, 17,113, 25,129, 33,103, 41, 85, 49, 87"	45	63	37	95	65	55	106	"15,15"	"2, 112, 27, 96"	"25% female, 75% male"	70	6400	","	ELECTRIC	010203    0607    10    13      1718  2021      25  27  29  3132333435      39  41  43444546  48            H5    
MAGBY	Live Coal Pokémon	"If it has just had a baby, the milk it produces con- tains much more nutrition than usual."	"Medium (max: 1,000,000 EXP)"	"  1, 52,  7, 43, 13,123, 19,  7, 25,108, 31,241, 37, 53, 43,109, 49,126"	45	75	37	83	70	55	117	"15,15"	"2, 5, 112, 103"	"25% female, 75% male"	70	6400	"PRZCUREBERRY,PRZCUREBERRY"	FIRE	010203    06      1011  13      17    2021  23      27  29  3132  3435    38    41  43444546  48                  
MILTANK	Milk Cow Pokémon	"It has a very com- passionate nature. If it sees a sick POKéMON, it will nurse the sufferer back to health."	"Slow (max: 1,250,000 EXP)"	"  1, 33,  4, 45,  8,111, 13, 23, 19,208, 26,117, 34,205, 43, 34, 53,215"	95	80	105	100	40	70	200	"5,5"	"217, 179, 69"	Always female	70	5120	"SILVER WING,SILVER WING"	NORMAL	01020304  06070809101112131415161718  2021  23  252627    303132333435  37    4041    4445    48        H3H4      
BLISSEY	Happiness Pokémon	A POKéMON that races across the land while barking a cry that sounds like crashing thunder.	"Fast (max: 800,000 EXP)"	"  1,  1,  4, 45,  7, 39, 10,135, 13,  3, 18,107, 23, 47, 28,121, 33,111, 40,113, 47, 38"	255	10	10	55	75	135	255	"6,6"		Always female	140	10240	",HARD STONE"	NORMAL	01020304  060708  1011  131415161718  202122    25  27  29303132  3435  3738  40  42  4445                H4H5    
RAIKOU	Thunder Pokémon	A POKéMON that races across the land. It is said that one is born every time a new volcano appears.	"Slow (max: 1,250,000 EXP)"	"  1, 44,  1, 43, 11, 84, 21, 46, 31, 98, 41,209, 51,115, 61,242, 71, 87"	90	85	75	115	115	100	216	"15,15"		Genderless	35	20480	","	ELECTRIC	  0203  05060708091011  13  15  1718  2021  23  25  2728    3132  3435  37  39      4344            H1    H4H5    
ENTEI	Volcano Pokémon	This POKéMON races across the land. It is said that north winds will somehow blow when- ever it appears.	"Slow (max: 1,250,000 EXP)"	"  1, 44,  1, 43, 11, 52, 21, 46, 31, 83, 41, 23, 51, 53, 61,207, 71,126"	115	115	85	100	90	75	217	"15,15"		Genderless	35	20480	","	FIRE	  0203  0506  08091011  13  15  1718  20212223      2728    3132  3435  373839      4344            H1    H4H5    
SUICUNE	Aurora Pokémon	It is born deep underground. It can't emerge until it has entirely consumed the soil around it.	"Slow (max: 1,250,000 EXP)"	"  1, 44,  1, 43, 11, 55, 21, 46, 31, 16, 41, 61, 51, 54, 61,243, 71, 56"	100	75	115	85	90	115	215	"15,15"		Genderless	35	20480	","	WATER	  0203  0506  08091011  131415161718  2021  23      2728    3132  3435  37  39      4344            H1  H3    H6H7
LARVITAR	Rock Skin Pokémon	"Even sealed in its shell, it can move freely. Hard and fast, it has out- standing destruc- tive power."	"Slow (max: 1,250,000 EXP)"	"  1, 44,  1, 43,  8,201, 15,103, 22,157, 29, 37, 36,184, 43,242, 50, 89, 57, 63"	50	64	50	41	45	50	67	"1,1"	"228, 23, 200, 116, 246"	"50% female, 50% male"	35	10240	","	ROCK/GROUND	  0203    06      1011  13  15  1718  2021        262728    3132  3435  37          434445                        
PUPITAR	Hard Shell Pokémon	"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."	"Slow (max: 1,250,000 EXP)"	"  1, 44,  1, 43,  1,201,  1,103,  8,201, 15,103, 22,157, 29, 37, 38,184, 47,242, 56, 89, 65, 63"	70	84	70	51	65	70	144	"1,1"		"50% female, 50% male"	35	10240	","	ROCK/GROUND	  0203    06      1011  13  15  1718  2021        262728    3132  3435  37          434445                        
TYRANITAR	Armor Pokémon	It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm.	"Slow (max: 1,250,000 EXP)"	"  1, 44,  1, 43,  1,201,  1,103,  8,201, 15,103, 22,157, 29, 37, 38,184, 47,242, 61, 89, 75, 63"	100	134	110	61	95	100	218	"1,1"		"50% female, 50% male"	35	10240	","	ROCK/DARK	010203  0506  08  1011  13  15  1718  2021  2324  262728    3132  3435  3738        434445    484950H1  H3H4      
LUGIA	Diving Pokémon	A legend says that its body glows in seven colors. A rainbow is said to form behind it when it flies.	"Slow (max: 1,250,000 EXP)"	"  1,177, 11,219, 22, 16, 33,105, 44, 56, 55,240, 66,129, 77, 18, 88,246, 99,248"	106	90	130	110	90	154	220	"15,15"		Genderless	0	30720	","	PSYCHIC/FLYING	  0203  05060708091011  131415161718192021  2324252627  29303132  3435  37  39    424344    47    50  H2H3H4  H6H7
HO-OH	Rainbow Pokémon	"When CELEBI disap- pears deep in a forest, it is said to leave behind an egg it brought from the future."	"Slow (max: 1,250,000 EXP)"	"  1,221, 11,219, 22, 16, 33,105, 44,126, 55,241, 66,129, 77, 18, 88,246, 99,248"	106	130	90	90	110	154	220	"15,15"		Genderless	0	30720	"TERU-SAMA,TERU-SAMA"	FIRE/FLYING	    03  05060708091011  13  15  171819202122  24252627  29303132  3435  373839    424344    47    50  H2  H4H5    
CELEBI	Time Travel Pokémon		"Parabolic (max: 1,059,860 EXP)"	"  1, 73,  1, 93,  1,105,  1,215, 10,219, 20,246, 30,248, 40,226, 50,195"	100	100	100	100	100	100	64	"15,15"		Genderless	100	30720	",MAGNET"	PSYCHIC/GRASS	    03    06    0910111213  15  171819202122        27  29303132  3435  37  3940  424344          50        H5    
