no	name	kind	entries	growth rate	rareness	attacks learned	hp	atkk	def	speed	spattk	spdef	base exp	breeding compa	egg moves	gender	happiness	steps to hatch	wild items	effort points	abilities	types	tmshms
360	WYNAUT	Bright Pokémon	"In the snow country, certain folklore says a house will prosper if a SNORUNT lives there."	"Medium (max: 1,000,000 EXP)"	125	"  1,150,  1,204,  1,227, 15, 68, 15,243, 15,219, 15,194"	95	23	48	23	23	48	44	"15,15"		"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	Shadow Tag	PSYCHIC	                                                                                                                                                                                                        
361	SNORUNT	Snow Hat Pokémon	"To protect itself, it clads its body in an armor of ice, made by freezing moisture in the air."	"Medium (max: 1,000,000 EXP)"	190	"  1,181,  1, 43,  4,104, 10, 44, 13,196, 19, 29, 22,182, 28,423, 31,242, 37,420, 40,258, 46, 59"	50	50	50	50	50	50	74	"6,10"	"335, 191, 205, 50, 117"	"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	"Inner Focus, Ice Body"	ICE	    03    0607    10    1314  161718  2021          27    30  32                  42434445                        58                      70  72          78      8283      87    90                    
362	GLALIE	Face Pokémon	It rolls across ice floes to reach shore because its body is poorly shaped for swimming.	"Medium (max: 1,000,000 EXP)"	75	"  1,181,  1, 43,  1,104,  1, 44,  4,104, 10, 44, 13,196, 19, 29, 22,182, 28,423, 31,242, 37, 58, 40,258, 51, 59, 59,329"	80	80	80	80	80	80	187	"6,10"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	"Inner Focus, Ice Body"	ICE	    03    0607    10  12131415161718  2021        2627    30  32                4142434445                        58          64  66  68  70  72  74      7879    8283      87    90                    
363	SPHEAL	Clap Pokémon	"It habitually spins things on its nose. By doing so, it learns textures and odors."	"Parabolic (max: 1,059,860 EXP)"	255	"  1,111,  1,181,  1, 45,  1, 55,  7,227, 13,301, 19, 34, 25, 62, 31,258, 37,156, 37,173, 43, 59, 49,329"	70	40	50	25	55	50	75	"2,5"	"346, 254, 256, 255, 281, 157, 174, 90, 324"	"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	"Thick Fat, Ice Body"	ICE/WATER	    03    0607    10    1314    1718    21  23    2627        32            39    42434445                  55    58                                      78  80  8283      87    90        H3H4  H6H7  
364	SEALEO	Ball Roll Pokémon	"It shatters ice with its big tusks. Its thick blubber repels not only the cold, but also enemy attacks."	"Parabolic (max: 1,059,860 EXP)"	120	"  1,181,  1, 45,  1, 55,  1,227,  7,227, 13,301, 19, 34, 25, 62, 31,258, 32,207, 39,156, 39,173, 47, 59, 55,329"	90	60	70	45	75	70	128	"2,5"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	"Thick Fat, Ice Body"	ICE/WATER	    03  050607    10    1314    1718    21  23    2627        32            39    42434445                  55    58                                      78  80  8283      87    90        H3H4  H6H7  
365	WALREIN	Ice Break Pokémon	It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,242,  1,181,  1, 45,  1, 55,  1,227,  7,227, 13,301, 19, 34, 25, 62, 31,258, 32,207, 39,156, 39,173, 44,423, 52, 59, 65,329"	110	80	90	65	95	90	192	"2,5"		"50% female, 50% male"	70	5120	","	"3,0,0,0,0,0"	"Thick Fat, Ice Body"	ICE/WATER	    03  050607    10    131415  1718    21  23    2627        32            39    42434445                  55    58                  68      72          78  80  8283      87    90        H3H4  H6H7  
366	CLAMPERL	Bivalve Pokémon	"It lives deep in the sea. With a tail shaped like a small fish, it attracts unsuspecting prey."	"Erratic (max: 600,000 EXP)"	255	"  1,128,  1, 55,  1,250,  1,334"	35	64	85	32	74	55	142	"2,2"	"287, 300, 34, 48, 112, 109, 392"	"50% female, 50% male"	70	5120	","	"0,0,1,0,0,0"	Shell Armor	WATER	    03    0607    10    1314    1718    21          27        32                  42434445                  55    58                                      78      8283      87    90        H3      H7  
367	HUNTAIL	Deep Sea Pokémon	"It lives at the bottom of the sea. In the springtime, its pink body turns more vivid for some reason."	"Erratic (max: 600,000 EXP)"	60	"  1,250,  6, 44, 10,103, 15,352, 19,184, 24,423, 28,362, 33,226, 37,291, 42,242, 46,401, 51, 56"	55	104	105	52	94	75	178	"2,2"		"50% female, 50% male"	70	5120	","	"0,1,1,0,0,0"	Swift Swim	WATER	    03    0607    10    131415  1718    21          27        32            39    42434445      49          55    58                  68                  78      8283      87    90        H3      H7  
368	GOREBYSS	South Sea Pokémon	A rare Pokémon discovered during a deep-sea exploration. It has not changed in over 100 million years.	"Erratic (max: 600,000 EXP)"	60	"  1,250,  6, 93, 10, 97, 15,352, 19,133, 24,392, 28,445, 33,226, 37,291, 42, 94, 46,401, 51, 56"	55	84	105	52	114	75	178	"2,2"		"50% female, 50% male"	70	5120	","	"0,0,0,0,2,0"	Swift Swim	WATER	    03    0607    10    131415  1718  2021          27  2930  32                  42434445                  55    58                  68                7778      8283      87    90        H3      H7  
369	RELICANTH	Longevity Pokémon	It lives in warm seas. It is said that a couple finding this Pokémon will be blessed with eternal love.	"Slow (max: 1,250,000 EXP)"	25	"  1, 33,  1,106,  8, 55, 15,317, 22,281, 29, 36, 36,300, 43,246, 50, 38, 57,291, 64,156, 71, 56, 78,457"	100	90	130	55	45	65	198	"2,12"	"222, 130, 346, 133, 214, 157, 401, 173, 189"	"12.5% female, 87.5% male"	70	10240	","	"1,0,1,0,0,0"	"Swift Swim, Rock Head"	WATER/ROCK	    0304  0607    10    131415  1718  2021        2627        32        37  39    42434445                  55    58                  6869  71        767778  80  8283      87    90        H3    H6H7  
370	LUVDISC	Rendezvous Pokémon	"Dreaming of one day flying, it practices by leaping off cliffs every day."	"Fast (max: 800,000 EXP)"	225	"  1, 33,  4,204,  7, 55,  9, 97, 14, 36, 17,381, 22,213, 27,186, 31,352, 37,392, 40,445, 46,175, 51,219"	43	30	55	97	40	65	110	"12,12"	"150, 48, 346, 300, 445, 392"	"75% female, 25% male"	70	5120	"YLW APRICORN,"	"0,0,0,1,0,0"	Swift Swim	WATER	    03    0607    10    1314    1718  2021          27        32                  42434445                  55    58                                    7778      8283      87    90        H3      H7  
371	BAGON	Rock Head Pokémon	"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."	"Slow (max: 1,250,000 EXP)"	45	"  1, 99,  5, 44, 10, 43, 16, 29, 20,116, 25, 52, 31,225, 35,428, 40,184, 46,242, 50,337, 55, 38"	45	75	60	50	40	30	89	"14,14"	"56, 37, 82, 239, 349, 424, 421, 407"	"50% female, 50% male"	35	10240	","	"0,1,0,0,0,0"	Rock Head	DRAGON	  02    0506      1011          1718    21          27      3132    35    383940  42434445                        5859          65                        78  80  8283      87    90    H1    H4  H6    
372	SHELGON	Endurance Pokémon	"As a result of its long-held dream of flying, its cellular structure changed, and wings grew out."	"Slow (max: 1,250,000 EXP)"	45	"  1, 99,  1, 44,  1, 43,  1, 29,  5, 44, 10, 43, 16, 29, 20,116, 25, 52, 30,182, 32,225, 37,428, 43,184, 50,242, 55,337, 61, 38"	65	95	100	50	60	50	144	"14,14"		"50% female, 50% male"	35	10240	","	"0,0,2,0,0,0"	Rock Head	DRAGON	  02    0506      1011          1718    21          27      3132    35    383940  42434445                        5859          65                        78  80  8283      87    90    H1    H4  H6    
373	SALAMENCE	Dragon Pokémon	"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."	"Slow (max: 1,250,000 EXP)"	45	"  1,424,  1,422,  1, 99,  1, 44,  1, 43,  1, 29,  5, 44, 10, 43, 16, 29, 20,116, 25, 52, 30,182, 32,225, 37,428, 43,184, 50, 19, 53,242, 61,337, 70, 38"	95	135	80	100	110	80	218	"14,14"		"50% female, 50% male"	35	10240	","	"0,3,0,0,0,0"	Intimidate	DRAGON/FLYING	  02    0506      1011      15  1718    21  23    2627      3132    35    383940  42434445  47      51            5859          65    68    71            78  80  8283      87    90    H1H2  H4H5H6    
374	BELDUM	Iron Ball Pokémon	It is formed by two BELDUM joining together. Its steel body won’t be scratched if it collides with a jet.	"Slow (max: 1,250,000 EXP)"	3	"  1, 36"	40	55	80	30	35	60	103	"10,10"		Genderless	35	10240	","	"0,0,1,0,0,0"	Clear Body	STEEL/PSYCHIC	                                                                                                                                                                                                        
375	METANG	Iron Claw Pokémon	"METANG combined to form it. With four brains, it has the intelligence of a supercomputer."	"Slow (max: 1,250,000 EXP)"	3	"  1,393,  1, 36,  1,232,  1, 93, 20,232, 20, 93, 24,184, 28,228, 32,418, 36, 94, 40,334, 44, 97, 48,309, 52,428, 56, 63"	60	75	100	50	55	80	153	"10,10"		Genderless	35	10240	","	"0,0,2,0,0,0"	Clear Body	STEEL/PSYCHIC	          06      1011      15161718    21        2627  2930313233    3637  3940  424344                          58          64        6970      74  7677    80  8283    8687    9091  H1    H4  H6    
376	METAGROSS	Iron Leg Pokémon	"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."	"Slow (max: 1,250,000 EXP)"	3	"  1,393,  1, 36,  1,232,  1, 93, 20,232, 20, 93, 24,184, 28,228, 32,418, 36, 94, 40,334, 44, 97, 45,359, 53,309, 62,428, 71, 63"	80	135	130	70	95	90	210	"10,10"		Genderless	35	10240	","	"0,0,3,0,0,0"	Clear Body	STEEL/PSYCHIC	          06      1011      15161718    21        2627  2930313233    3637  3940  424344                          58          64      686970      74  7677    80  8283    8687    9091  H1    H4  H6    
377	REGIROCK	Rock Peak Pokémon	Its body is made of ice from the ice age. It controls frigid air of -328 degrees Fahrenheit.	"Slow (max: 1,250,000 EXP)"	3	"  1,153,  9, 88, 17,174, 25,276, 33,246, 41,334, 49,451, 57,199, 65,192, 73,444, 81,359, 89, 63"	80	100	200	50	50	100	217	"15,15"		Genderless	35	20480	","	"0,0,3,0,0,0"	Clear Body	ROCK	01        06      1011      15  17    2021    2425262728    3132  34    37  39    424344              52      565758  60      64      6869  71  73    7677    80  8283      87    90          H4  H6  H8
378	REGICE	Iceberg Pokémon	"Tempered by pressure underground over tens of thousands of years, its body cannot be scratched."	"Slow (max: 1,250,000 EXP)"	3	"  1,153,  9,196, 17,174, 25,276, 33,246, 41,133, 49,451, 57,199, 65,192, 73, 58, 81,359, 89, 63"	80	50	100	50	100	200	216	"15,15"		Genderless	35	20480	","	"0,0,0,0,0,3"	Clear Body	ICE	01        0607    10    131415  1718  2021    24252627      3132  34        39    424344              52      565758          64      6869    7273      77    80  8283      87    9091        H4  H6  H8
379	REGISTEEL	Iron Pokémon	Its body is covered with a down that can refract light in such a way that it becomes invisible.	"Slow (max: 1,250,000 EXP)"	3	"  1,153,  9,232, 17,174, 25,276, 33,246, 41,334, 41,133, 49,451, 57,199, 65,192, 73,442, 73,430, 81,359, 89, 63"	80	75	150	50	75	150	215	"15,15"		Genderless	35	20480	","	"0,0,2,0,0,1"	Clear Body	STEEL	01        06      1011      15  1718  2021    24252627      3132  34    37  3940  424344              52      565758          6465    6869      73    7677    80  8283      87    9091        H4  H6  H8
380	LATIAS	Eon Pokémon	"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes."	"Slow (max: 1,250,000 EXP)"	3	"  1,149,  5,273, 10,270, 15,219, 20,225, 25,346, 30,287, 35,296, 40,428, 45,105, 50,375, 55,204, 60,361, 65, 94, 70,406"	80	80	90	110	110	130	211	"15,15"		Always female	90	30720	","	"0,0,0,0,0,3"	Levitate	DRAGON/PSYCHIC	  0203040506      1011  13  15161718  202122  24252627  2930  323334    37    40  42434445  47      51  53      575859          65    68  70    73      7778      8283  858687    90    H1H2H3  H5  H7  
381	LATIOS	Eon Pokémon	It is said to have widened the seas by causing downpours. It had been asleep in a marine trench.	"Slow (max: 1,250,000 EXP)"	3	"  1,149,  5,377, 10,270, 15,219, 20,225, 25,182, 30,287, 35,295, 40,428, 45,105, 50,375, 55,349, 60,262, 65, 94, 70,406"	80	90	80	110	130	110	211	"15,15"		Always male	90	30720	","	"0,0,0,0,3,0"	Levitate	DRAGON/PSYCHIC	  0203040506      1011  13  15161718  202122  24252627  2930  323334    37    40  42434445  47      51  53      575859          65    68  70    73      7778      8283  858687    90    H1H2H3  H5  H7  
382	KYOGRE	Sea Basin Pokémon	It had been asleep in underground magma ever since it fiercely fought KYOGRE long ago.	"Slow (max: 1,250,000 EXP)"	5	"  1,352,  5,184, 15,246, 20, 34, 30,347, 35, 58, 45, 56, 50,156, 60,329, 65, 38, 75,401, 80,323"	100	100	90	90	150	140	218	"15,15"		Genderless	0	30720	","	"0,0,0,0,3,0"	Drizzle	WATER	    0304050607    10    131415  1718  2021    24252627      3132  34        39    424344                    55    58                  68      7273      77    80  8283      87    90        H3H4  H6H7  
383	GROUDON	Continent Pokémon	It lives in the ozone layer far above the clouds and cannot be seen from the ground.	"Slow (max: 1,250,000 EXP)"	5	"  1,341,  5,184, 15,246, 20,163, 30,339, 35, 89, 45,126, 50,156, 60, 90, 65, 76, 75,414, 80,284"	100	150	140	90	100	90	218	"15,15"		Genderless	0	30720	","	"0,3,0,0,0,0"	Drought	GROUND	  02    0506  08  1011      15  17    202122232425262728    3132  3435  37383940  424344          50  52      56  5859          65    6869  71  73  757677    80  8283      87    90    H1    H4  H6  H8
384	RAYQUAZA	Sky High Pokémon	It is said to have the ability to grant any wish for just one week every thousand years.	"Slow (max: 1,250,000 EXP)"	3	"  1,239,  5,184, 15,246, 20,337, 30,349, 35,242, 45, 19, 50,156, 60,245, 65, 63, 75,406, 80,200"	105	150	90	95	150	90	220	"15,15"		Genderless	0	30720	","	"0,2,0,0,1,0"	Air Lock	DRAGON/FLYING	  0203  0506  08  1011  131415  1718    21222324252627      3132  3435  37383940  424344          50  5253    56  5859          65    68    7172737475  77    80  8283      87    90      H2H3H4  H6H7  
385	JIRACHI	Wish Pokémon	An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokémon.	"Slow (max: 1,250,000 EXP)"	3	"  1,273,  1, 93,  5,156, 10,129, 15,270, 20, 94, 25,287, 30,156, 35,428, 40, 38, 45,356, 50,361, 55,248, 60,322, 65,387, 70,353"	100	100	100	100	100	100	215	"15,15"		Genderless	100	30720	"TERU-SAMA,"	"3,0,0,0,0,0"	Serene Grace	STEEL/PSYCHIC	    0304  06      1011      15161718  2021    2425  27  2930  323334    37    40  424344      48        53    565758  60            6768  70    73    7677        8283  858687  89909192                
386	DEOXYS	DNA Pokémon	"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."	"Slow (max: 1,250,000 EXP)"	3	"  1, 43,  1, 35,  9,101, 17,100, 25,282, 33,228, 41, 94, 49,289, 57,375, 65,428, 73,322, 81,105, 89,354, 97, 63"	50	150	50	150	150	50	215	"15,15"		Genderless	0	30720	","	"0,1,0,1,1,0"	Pressure	PSYCHIC	01  0304  06      10111213  15161718  202122  2425  27  293031323334        394041424344      4849    5253    565758  60            6768  70  7273    7677    80  828384858687    909192H1    H4  H6    
387	TURTWIG	Tiny Leaf Pokémon	"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  5,110,  9, 71, 13, 75, 17,174, 21, 44, 25, 72, 29, 73, 33,235, 37,242, 41,202, 45,437"	55	68	64	31	45	55	64	"1,7"	"388, 74, 321, 34, 38, 328, 402, 37, 133, 276"	"12.5% female, 87.5% male"	70	5120	","	"0,1,0,0,0,0"	Overgrow	GRASS	          06    091011        1617  1920212223      27        3233                42434445              53        58                      70        7576  78      8283    8687    90    H1    H4  H6  H8
388	GROTLE	Grove Pokémon	Small Pokémon occasionally gather on its unmoving back to begin building their nests.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1,110,  5,110,  9, 71, 13, 75, 17,174, 22, 44, 27, 72, 32, 73, 37,235, 42,242, 47,202, 52,437"	75	89	85	36	55	65	141	"1,7"		"12.5% female, 87.5% male"	70	5120	","	"0,1,1,0,0,0"	Overgrow	GRASS	          06    091011        1617  1920212223      27        3233                42434445              53        58                      70        7576  78      8283    8687    90    H1    H4  H6  H8
389	TORTERRA	Continent Pokémon	It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,452,  1, 33,  1,110,  1, 71,  1, 75,  5,110,  9, 71, 13, 75, 17,174, 22, 44, 27, 72, 32, 89, 33, 73, 39,235, 45,242, 51,202, 57,437"	95	109	105	56	75	85	208	"1,7"		"12.5% female, 87.5% male"	70	5120	","	"0,2,1,0,0,0"	Overgrow	GRASS/GROUND	        0506    091011      151617  1920212223    2627        3233      37  39    42434445              53        58                  68697071      7576  78  80  8283    8687    90    H1    H4  H6  H8
390	CHIMCHAR	Chimp Pokémon	"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 10,  1, 43,  7, 52,  9,269, 15,154, 17,172, 23,417, 25,259, 31,263, 33, 83, 39,303, 41, 53"	44	58	44	61	58	44	65	"5,8"	"7, 9, 24, 227, 257, 116, 270, 252, 299, 68"	"12.5% female, 87.5% male"	70	5120	","	"0,0,0,1,0,0"	Blaze	FIRE	01        06  08  101112        17      21  23      2728    3132    35    38  404142434445        50          56  58    61      65                  7576  78      8283    8687  8990    H1    H4  H6  H8
391	MONFERNO	Playful Pokémon	It uses a special kind of martial arts involving all its limbs. Its fire never goes out.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 10,  1, 43,  1, 52,  7, 52,  9,269, 14,183, 16,154, 19,172, 26,364, 29,259, 36,370, 39, 83, 46,303, 49,394"	64	78	52	81	78	52	142	"5,8"		"12.5% female, 87.5% male"	70	5120	","	"0,0,0,1,1,0"	Blaze	FIRE/FIGHTING	01        06  08  101112        17      21  23      2728    3132    35    3839404142434445        50  52      56  58    61      65                  7576  78  80  828384  8687  8990    H1    H4  H6  H8
392	INFERNAPE	Flame Pokémon	"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 10,  1, 43,  1, 52,  1,269,  7, 52,  9,269, 14,183, 17,154, 21,172, 29,364, 33,386, 41,370, 45, 83, 53,347, 57,394"	76	104	71	108	104	71	209	"5,8"		"12.5% female, 87.5% male"	70	5120	","	"0,1,0,1,1,0"	Blaze	FIRE/FIGHTING	01    040506  08  101112    15  17      212223    262728    3132    35    3839404142434445        50  52      56  58    61      65    68    71      7576  78  80  828384  8687  8990    H1    H4  H6  H8
393	PIPLUP	Penguin Pokémon	"It lives alone, away from others. Apparently, every one of them believes it is the most important."	"Parabolic (max: 1,059,860 EXP)"	45	"  1,  1,  4, 45,  8,145, 11,346, 15, 64, 18,117, 22, 61, 25, 31, 29,362, 32,250, 36, 54, 39, 65, 43, 56"	53	51	53	40	61	56	66	"2,5"	"458, 48, 281, 300, 189, 173, 175, 97, 392, 56"	"12.5% female, 87.5% male"	70	5120	","	"0,0,0,0,1,0"	Torrent	WATER	    03    0607    10    1314    1718    21          2728    3132            3940  42434445                  5556  58                                  76  78      8283    868788  90    H1  H3  H5  H7  
394	PRINPLUP	Penguin Pokémon	The three horns that extend from its beak attest to its power. The leader has the biggest horns.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  4, 45,  8,145, 11,346, 15, 64, 16,232, 19,117, 24, 61, 28, 31, 33,362, 37,250, 42, 54, 46, 65, 51, 56"	64	66	68	50	81	76	143	"2,5"		"12.5% female, 87.5% male"	70	5120	","	"0,0,0,0,2,0"	Torrent	WATER	    03    0607    10    1314    1718    21          2728    3132            3940  42434445                  5556  58            65                    76  78      8283    868788  90    H1  H3H4H5H6H7  
395	EMPOLEON	Emperor Pokémon	"They flock in great numbers. Though small, they flap their wings with great power."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  1,145,  4, 45,  8,145, 11, 14, 15, 64, 16,232, 19,207, 24, 61, 28, 31, 33,362, 36,453, 39,250, 46, 54, 52, 65, 59, 56"	84	86	88	60	111	101	210	"2,5"		"12.5% female, 87.5% male"	70	5120	","	"0,0,0,0,3,0"	Torrent	WATER/STEEL	    03  050607    10    131415  1718    21        262728    3132            3940  42434445  47              5556  58            65    68      72    7576  78  80  8283    868788  9091  H1  H3H4H5H6H7H8
396	STARLY	Starling Pokémon	It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.	"Parabolic (max: 1,059,860 EXP)"	255	"  1, 33,  1, 45,  5, 98,  9, 17, 13,104, 17,283, 21, 18, 25,332, 29, 36, 33, 97, 37,413"	40	55	30	60	30	30	56	"4,4"	"297, 31, 228, 310, 28, 193, 38"	"50% female, 50% male"	70	3840	","	"0,0,0,1,0,0"	Keen Eye	NORMAL/FLYING	          06      1011          1718    21          27        32              40  424344454647      51            58                                      78      8283      87888990      H2    H5      
397	STARAVIA	Starling Pokémon	It has a savage nature. It will courageously challenge foes that are much larger.	"Parabolic (max: 1,059,860 EXP)"	120	"  1, 33,  1, 45,  1, 98,  5, 98,  9, 17, 13,104, 18,283, 23, 18, 28,332, 33, 36, 38, 97, 43,413"	55	75	50	80	40	40	113	"4,4"		"50% female, 50% male"	70	3840	","	"0,0,0,2,0,0"	Intimidate	NORMAL/FLYING	          06      1011          1718    21          27        32              40  424344454647      51            58                                      78      8283      87888990      H2    H5      
398	STARAPTOR	Predator Pokémon	"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  1, 98,  1, 17,  5, 98,  9, 17, 13,104, 18,283, 23, 18, 28,332, 33, 36, 34,370, 41, 97, 49,413"	85	120	70	100	50	50	172	"4,4"		"50% female, 50% male"	70	3840	","	"0,3,0,0,0,0"	Intimidate	NORMAL/FLYING	          06      1011      15  1718    21          27        32              40  424344454647      51            58                  68                  78      8283      87888990      H2    H5      
399	BIDOOF	Plump Mouse Pokémon	It makes its nest by damming streams with bark and mud. It is known as an industrious worker.	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  5, 45,  9,111, 13,205, 17, 29, 21,158, 25,281, 29,133, 33, 36, 37,162, 41,276"	59	45	40	31	35	40	58	"2,5"	"98, 346, 38, 154, 111, 205, 316, 401"	"50% female, 50% male"	70	3840	","	"1,0,0,0,0,0"	"Simple, Unaware"	NORMAL	          06      1011121314    1718    21  232425  2728  30  32  34              4243444546                    5758                            73    76  78      8283    868788  90    H1        H6    
400	BIBAREL	Beaver Pokémon	"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."	"Medium (max: 1,000,000 EXP)"	127	"  1, 33,  1, 45,  5, 45,  9,111, 13,205, 15, 55, 18, 29, 23,158, 28,281, 33,133, 38, 36, 43,162, 48,276"	79	85	60	71	55	60	116	"2,5"		"50% female, 50% male"	70	3840	"TERU-SAMA,"	"0,2,0,0,0,0"	"Simple, Unaware"	NORMAL/WATER	01  03    06      101112131415  1718    21  232425  2728  30  32  34              4243444546                  565758                  68        73    76  78      8283    868788  90    H1  H3H4  H6H7H8
401	KRICKETOT	Cricket Pokémon	It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.	"Parabolic (max: 1,059,860 EXP)"	255	"  1, 45,  1,117"	37	25	41	25	25	41	54	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,1,0,0,0"	Shed Skin	BUG	                                                                                                                                                                                                        
402	KRICKETUNE	Cricket Pokémon	All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 45,  1,117, 10,210, 14,141, 18, 47, 22,116, 26,404, 30,103, 34,405, 38,195"	77	85	51	65	55	51	159	"3,3"		"50% female, 50% male"	70	3840	","	"0,2,0,0,0,0"	Swarm	BUG	          06      1011      15  1718    21          27      3132              40  42434445                54      58      62          68  70        75    78    818283      87    90    H1    H4  H6    
403	SHINX	Flash Pokémon	Its claws loose electricity with enough amperage to cause fainting. They live in small groups.	"Parabolic (max: 1,059,860 EXP)"	235	"  1, 33,  5, 43,  9,268, 13, 44, 17,209, 21, 46, 25,207, 29,242, 33,422, 37,184, 41,435"	45	65	34	45	40	34	60	"5,5"	"423, 424, 422, 98, 336, 36"	"50% female, 50% male"	70	5120	","	"0,1,0,0,0,0"	"Rivalry, Intimidate"	ELECTRIC	        0506      10          161718    21  232425  27        32  34              4243444546                    5758                      70    73        78      8283      87    90          H4        
404	LUXIO	Spark Pokémon	It has eyes that can see through anything. It spots and captures prey hiding behind objects.	"Parabolic (max: 1,059,860 EXP)"	120	"  1, 33,  1, 43,  5, 43,  9,268, 13, 44, 18,209, 23, 46, 28,207, 33,242, 38,422, 43,184, 48,435"	60	85	49	60	60	49	117	"5,5"		"50% female, 50% male"	100	5120	","	"0,2,0,0,0,0"	"Rivalry, Intimidate"	ELECTRIC	        0506      10          161718    21  232425  27        32  34              4243444546                    5758                      70    73        78      8283      87    90          H4        
405	LUXRAY	Gleam Eyes Pokémon	"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 43,  1,268,  5, 43,  9,268, 13, 44, 18,209, 23, 46, 28,207, 35,242, 42,422, 49,184, 56,435"	80	120	79	70	95	79	194	"5,5"		"50% female, 50% male"	70	5120	","	"0,3,0,0,0,0"	"Rivalry, Intimidate"	ELECTRIC	        0506      10        15161718    21  232425  27        32  34              4243444546                    5758                  68  70    73        78      8283      87    90          H4        
406	BUDEW	Bud Pokémon	"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."	"Parabolic (max: 1,059,860 EXP)"	255	"  1, 71,  4, 74,  7,346, 10, 78, 13, 72, 16,388"	40	30	35	55	50	70	68	"15,15"	"191, 235, 42, 178, 79, 75, 170, 437, 326"	"50% female, 50% male"	70	5120	","	"0,0,0,0,1,0"	"Natural Cure, Poison Point"	GRASS/POISON	          06    091011          171819  2122        27    30  32      36          42434445              53        58                      70        75  7778      8283    8687    90    H1              
407	ROSERADE	Bouquet Pokémon	It lived in jungles around 100 million years ago. Its skull is as hard as iron.	"Parabolic (max: 1,059,860 EXP)"	75	"  1,311,  1, 40,  1, 72,  1,345,  1,230"	60	70	55	90	125	105	204	"6,7"		"50% female, 50% male"	70	5120	","	"0,0,0,0,3,0"	"Natural Cure, Poison Point"	GRASS/POISON	          06    091011      15  171819  2122        27    30  32      36          42434445              53        58                  68  70        75  7778      828384  8687    90    H1              
408	CRANIDOS	Head Butt Pokémon	Its powerful head butt has enough power to shatter even the most durable things upon impact.	"Erratic (max: 600,000 EXP)"	45	"  1, 29,  1, 43,  6,116, 10,228, 15, 36, 19,184, 24,372, 28,246, 33,428, 37,103, 43,457"	67	125	40	58	30	30	99	"1,1"	"242, 37, 38, 43, 21, 23, 18, 359"	"12.5% female, 87.5% male"	70	7680	","	"0,1,0,0,0,0"	Mold Breaker	ROCK	        0506      1011  1314    1718    21  232425262728      32  3435  373839    4243444546                  56  5859            66    69  71      7576  78  80  8283      87    90          H4  H6  H8
409	RAMPARDOS	Head Butt Pokémon	A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.	"Erratic (max: 600,000 EXP)"	45	"  1, 29,  1, 43,  6,116, 10,228, 15, 36, 19,184, 24,372, 28,246, 30,283, 36,428, 43,103, 52,457"	97	165	60	58	65	50	199	"1,1"		"12.5% female, 87.5% male"	70	7680	","	"0,2,0,0,0,0"	Mold Breaker	ROCK	01      0506      1011  131415  1718    21  232425262728    3132  3435  373839    4243444546          52      56  5859            66  6869  7172    7576  78  80  8283      87    90    H1  H3H4  H6  H8
